machine_id,day,runtime_minutes,utilization_percent,health_score,temperature_c,vibration_mm_s,power_consumption_kw,failure_event
M010,228,505,70.14,82.63,68.9,2.53,6.62,0
M011,228,477,66.25,88.69,77.9,2.74,22.08,0
M012,228,449,62.36,84.77,74.0,2.64,4.5,0
M013,228,679,94.31,80.47,64.8,3.37,25.07,1
M014,228,630,87.5,91.89,61.1,2.64,5.16,0
M015,228,693,96.25,82.69,58.8,2.43,5.28,0
M016,228,562,78.06,87.79,52.3,2.8,25.19,0
M017,228,471,65.42,84.89,72.5,3.04,19.82,0
M018,228,594,82.5,84.25,75.2,2.48,3.71,0
M001,229,443,61.53,78.66,67.1,2.74,16.26,1
M002,229,427,59.31,82.01,53.5,1.21,16.5,0
M003,229,624,86.67,85.55,62.3,1.68,4.57,0
M004,229,704,97.78,82.54,58.3,2.65,11.28,0
M005,229,692,96.11,81.75,56.0,3.28,12.4,0
M006,229,550,76.39,80.73,57.3,3.14,5.58,0
M007,229,460,63.89,84.34,74.1,2.1,14.11,0
M008,229,560,77.78,89.02,61.5,2.52,8.58,0
M009,229,573,79.58,83.06,54.8,1.04,4.7,0
M010,229,535,74.31,82.99,62.5,1.22,5.35,0
M011,229,433,60.14,84.93,65.8,2.19,18.39,0
M012,229,704,97.78,84.62,63.1,2.38,4.95,1
M013,229,687,95.42,84.36,71.3,3.33,31.48,0
M014,229,491,68.19,83.36,57.1,2.32,7.39,0
M015,229,656,91.11,78.91,62.4,2.65,3.92,0
M016,229,718,99.72,83.74,64.8,2.29,19.15,0
M017,229,500,69.44,91.97,57.8,1.95,16.46,0
M018,229,612,85.0,82.35,61.3,1.88,4.05,0
M001,230,548,76.11,83.98,54.7,3.02,19.86,0
M002,230,653,90.69,77.15,59.6,1.79,19.8,0
M003,230,471,65.42,88.06,63.1,2.17,5.58,0
M004,230,480,66.67,77.42,68.7,1.74,14.74,0
M005,230,518,71.94,87.07,62.0,2.49,11.15,0
M006,230,593,82.36,80.99,71.5,1.14,5.44,0
M007,230,682,94.72,86.01,65.4,2.74,16.68,0
M008,230,517,71.81,85.04,57.8,2.6,9.99,0
M009,230,611,84.86,79.1,52.0,2.12,5.49,0
M010,230,531,73.75,82.96,76.2,1.34,5.77,0
M011,230,710,98.61,90.11,58.5,2.3,15.0,0
M012,230,650,90.28,88.71,52.6,3.13,3.72,0
M013,230,656,91.11,86.79,61.0,1.64,32.33,0
M014,230,477,66.25,87.18,64.6,2.94,5.87,0
M015,230,632,87.78,78.54,77.0,2.15,4.56,0
M016,230,582,80.83,81.89,61.3,3.07,19.89,0
M017,230,470,65.28,84.83,72.5,2.6,13.88,0
M018,230,469,65.14,88.6,68.3,3.26,4.36,0
M001,231,661,91.81,84.09,62.9,1.67,13.82,0
M002,231,694,96.39,82.56,64.0,2.25,13.39,0
M003,231,713,99.03,79.8,75.6,1.81,3.77,0
M004,231,431,59.86,81.95,62.3,2.78,14.28,0
M005,231,509,70.69,83.14,52.7,2.34,10.64,0
M006,231,520,72.22,85.3,58.1,2.55,5.52,0
M007,231,676,93.89,90.12,61.4,2.5,13.98,0
M008,231,511,70.97,84.71,69.9,2.37,11.22,0
M009,231,634,88.06,80.56,68.9,2.26,5.56,0
M010,231,458,63.61,85.11,69.4,3.14,7.09,0
M011,231,562,78.06,84.12,56.6,2.47,15.35,0
M012,231,599,83.19,80.02,51.4,2.4,5.69,0
M013,231,437,60.69,84.31,67.5,2.9,29.23,1
M014,231,448,62.22,89.09,73.3,1.69,6.7,0
M015,231,611,84.86,84.13,73.9,2.29,3.99,0
M016,231,650,90.28,82.13,59.7,2.92,20.04,1
M017,231,536,74.44,84.62,71.9,2.01,13.24,0
M018,231,498,69.17,90.62,66.1,2.63,4.58,0
M001,232,607,84.31,83.91,61.8,3.59,14.77,1
M002,232,479,66.53,91.32,74.2,1.97,20.69,0
M003,232,669,92.92,84.14,69.8,2.28,5.02,0
M004,232,610,84.72,84.97,53.3,2.09,14.38,0
M005,232,695,96.53,83.95,59.7,2.64,9.76,0
M006,232,671,93.19,92.06,62.0,1.91,4.15,0
M007,232,560,77.78,79.16,61.5,2.54,13.38,0
M008,232,459,63.75,85.8,65.3,1.99,11.4,0
M009,232,674,93.61,83.93,62.2,1.65,5.27,0
M010,232,644,89.44,84.29,55.8,2.26,4.89,0
M011,232,586,81.39,80.71,51.8,1.76,21.75,0
M012,232,692,96.11,84.31,50.6,2.56,5.47,0
M013,232,539,74.86,89.79,58.4,2.75,34.48,0
M014,232,680,94.44,81.61,73.7,2.63,6.99,1
M015,232,427,59.31,86.08,58.6,2.64,5.48,0
M016,232,609,84.58,89.27,61.6,1.64,28.05,0
M017,232,498,69.17,83.35,69.8,2.84,20.65,1
M018,232,582,80.83,80.04,60.4,2.5,4.57,0
M001,233,529,73.47,86.24,59.4,1.19,13.45,0
M002,233,693,96.25,78.23,62.8,2.63,15.1,0
M003,233,530,73.61,83.16,57.9,2.32,5.7,0
M004,233,543,75.42,83.02,62.4,2.38,14.03,1
M005,233,559,77.64,83.23,68.2,2.34,13.69,0
M006,233,591,82.08,83.96,50.8,2.52,5.52,0
M007,233,688,95.56,81.62,64.3,3.38,18.51,1
M008,233,572,79.44,86.51,71.2,1.65,8.9,0
M009,233,677,94.03,85.68,70.8,2.52,4.23,0
M010,233,544,75.56,78.22,62.4,3.07,7.45,1
M011,233,719,99.86,81.25,63.5,1.78,15.33,0
M012,233,457,63.47,85.91,57.6,2.15,4.67,0
M013,233,568,78.89,86.66,52.9,2.16,34.73,0
M014,233,651,90.42,85.52,54.0,2.91,6.83,1
M015,233,543,75.42,79.37,56.5,2.11,4.14,0
M016,233,636,88.33,81.02,66.6,1.19,20.29,0
M017,233,601,83.47,89.95,58.4,3.34,15.94,0
M018,233,509,70.69,80.5,66.9,3.1,4.75,1
M001,234,525,72.92,82.85,66.0,2.04,20.45,0
M002,234,686,95.28,80.28,62.0,1.99,14.18,0
M003,234,588,81.67,82.91,64.9,1.71,5.02,0
M004,234,515,71.53,89.82,63.2,3.4,13.75,0
M005,234,644,89.44,81.86,66.6,2.29,11.76,0
M006,234,479,66.53,89.28,62.5,2.35,4.5,0
M007,234,563,78.19,89.44,50.3,1.81,16.01,0
M008,234,597,82.92,86.32,54.1,2.18,10.57,0
M009,234,515,71.53,87.73,50.5,1.64,4.09,0
M010,234,503,69.86,89.12,63.8,2.21,7.41,0
M011,234,577,80.14,85.33,62.2,2.4,15.02,0
M012,234,479,66.53,85.95,74.0,2.25,4.1,0
M013,234,516,71.67,83.2,75.1,2.49,37.83,0
M014,234,442,61.39,93.13,71.9,2.47,5.17,0
M015,234,697,96.81,84.89,55.4,2.89,3.66,0
M016,234,456,63.33,91.32,63.3,3.4,19.9,0
M017,234,600,83.33,88.02,64.1,1.3,19.29,0
M018,234,449,62.36,87.01,62.1,2.58,3.68,0
M001,235,520,72.22,84.03,54.6,2.65,19.9,0
M002,235,522,72.5,80.67,69.4,2.25,14.39,0
M003,235,465,64.58,82.83,71.7,2.21,4.51,0
M004,235,694,96.39,83.82,65.6,3.4,14.67,0
M005,235,562,78.06,80.77,66.4,1.01,12.66,0
M006,235,647,89.86,82.29,53.8,2.41,4.67,0
M007,235,512,71.11,77.92,64.5,3.28,14.99,0
M008,235,504,70.0,88.82,54.1,3.41,8.64,1
M009,235,672,93.33,83.73,57.4,3.81,4.97,1
M010,235,599,83.19,82.85,59.5,2.44,6.2,0
M011,235,530,73.61,88.14,50.5,2.36,18.45,0
M012,235,619,85.97,86.53,69.1,1.57,5.02,0
M013,235,429,59.58,85.52,57.7,2.73,25.54,0
M014,235,534,74.17,86.68,67.4,3.0,5.57,0
M015,235,583,80.97,77.87,66.2,2.0,5.5,0
M016,235,475,65.97,86.51,59.3,2.08,21.39,0
M017,235,660,91.67,84.92,70.4,2.69,13.49,1
M018,235,605,84.03,84.63,60.4,2.43,4.59,0
M001,236,439,60.97,81.89,62.2,2.15,19.16,0
M002,236,420,58.33,87.43,64.8,1.77,20.67,0
M003,236,471,65.42,78.04,51.8,2.56,3.64,0
M004,236,677,94.03,85.86,63.5,2.12,17.03,0
M005,236,521,72.36,82.04,64.8,3.55,14.19,1
M006,236,626,86.94,80.46,62.5,2.68,4.99,0
M007,236,615,85.42,87.95,72.9,1.27,18.24,0
M008,236,498,69.17,83.89,61.4,2.15,9.45,0
M009,236,702,97.5,88.52,56.5,3.23,3.8,0
M010,236,440,61.11,85.7,69.2,2.71,5.04,0
M011,236,515,71.53,80.0,69.3,3.51,21.85,0
M012,236,674,93.61,83.92,68.2,2.32,4.77,0
M013,236,662,91.94,76.21,51.5,1.76,26.44,0
M014,236,671,93.19,89.03,66.2,2.15,6.13,0
M015,236,677,94.03,81.72,72.9,1.11,3.79,0
M016,236,506,70.28,88.62,67.4,1.79,25.63,0
M017,236,712,98.89,81.85,72.2,3.11,16.79,0
M018,236,495,68.75,83.82,58.2,2.22,4.69,0
M001,237,578,80.28,83.03,69.2,2.42,14.71,0
M002,237,588,81.67,86.18,78.8,1.74,14.0,0
M003,237,480,66.67,84.01,60.9,1.87,5.58,0
M004,237,612,85.0,85.68,68.0,2.56,16.39,0
M005,237,626,86.94,82.52,66.0,2.2,9.83,0
M006,237,654,90.83,87.12,68.6,2.66,4.39,0
M007,237,571,79.31,87.28,67.6,2.37,16.2,0
M008,237,671,93.19,85.91,58.8,3.08,9.14,1
M009,237,630,87.5,87.08,62.9,3.13,4.79,0
M010,237,564,78.33,83.19,64.0,2.62,5.75,0
M011,237,545,75.69,85.65,64.5,2.68,21.61,0
M012,237,655,90.97,86.44,52.0,1.54,5.28,0
M013,237,718,99.72,79.75,59.4,1.75,33.47,1
M014,237,597,82.92,80.62,64.0,2.71,6.26,0
M015,237,436,60.56,81.93,70.3,3.2,3.62,1
M016,237,462,64.17,84.41,58.9,2.5,21.26,0
M017,237,421,58.47,82.25,59.2,2.45,16.59,0
M018,237,570,79.17,84.59,58.0,2.69,5.34,0
M001,238,444,61.67,91.49,69.9,1.78,16.22,0
M002,238,556,77.22,78.15,59.3,2.18,15.1,0
M003,238,610,84.72,89.29,66.4,1.71,4.58,0
M004,238,423,58.75,83.12,61.3,3.0,13.8,1
M005,238,684,95.0,88.01,54.4,1.96,14.21,0
M006,238,623,86.53,82.87,72.6,2.83,4.59,0
M007,238,667,92.64,90.66,71.2,1.7,14.29,0
M008,238,513,71.25,86.6,64.6,2.79,11.35,0
M009,238,464,64.44,83.41,58.5,2.26,4.47,0
M010,238,624,86.67,86.02,64.7,2.68,5.69,0
M011,238,452,62.78,92.91,66.4,2.08,20.7,0
M012,238,665,92.36,83.23,58.4,2.45,3.91,0
M013,238,561,77.92,85.42,67.1,2.17,36.84,0
M014,238,555,77.08,82.2,64.3,3.25,5.86,1
M015,238,498,69.17,87.38,66.1,2.54,5.53,0
M016,238,437,60.69,80.95,74.6,1.39,26.16,0
M017,238,540,75.0,91.33,61.5,1.69,19.37,0
M018,238,605,84.03,78.58,60.5,3.62,5.58,0
M001,239,620,86.11,79.58,62.3,2.56,19.25,1
M002,239,506,70.28,82.86,73.8,2.24,14.83,0
M003,239,638,88.61,82.79,77.6,2.48,4.91,0
M004,239,479,66.53,82.84,68.3,2.26,10.85,0
M005,239,463,64.31,82.7,63.5,3.57,12.69,0
M006,239,547,75.97,87.97,57.2,1.65,5.18,0
M007,239,490,68.06,82.95,71.7,2.89,18.98,0
M008,239,714,99.17,83.46,68.2,2.34,7.9,0
M009,239,695,96.53,80.45,68.3,1.59,3.8,0
M010,239,486,67.5,89.31,63.6,2.96,7.49,0
M011,239,644,89.44,91.31,52.6,2.31,16.39,0
M012,239,651,90.42,89.23,53.6,2.04,3.82,0
M013,239,489,67.92,86.92,64.6,3.09,27.89,0
M014,239,466,64.72,85.18,61.7,1.49,6.67,0
M015,239,584,81.11,82.02,54.2,1.6,4.16,0
M016,239,538,74.72,82.88,54.7,2.65,23.78,0
M017,239,650,90.28,80.83,60.5,1.56,15.68,0
M018,239,639,88.75,84.7,58.8,2.14,3.66,0
M001,240,649,90.14,86.63,68.7,2.27,17.19,0
M002,240,486,67.5,84.72,69.6,3.55,13.24,0
M003,240,701,97.36,83.8,58.7,3.61,4.6,0
M004,240,422,58.61,85.21,61.3,2.7,11.91,0
M005,240,560,77.78,89.64,62.0,1.86,12.83,0
M006,240,717,99.58,77.5,50.2,2.05,5.01,1
M007,240,665,92.36,82.02,68.5,1.71,15.99,0
M008,240,689,95.69,79.24,55.7,3.03,9.01,1
M009,240,511,70.97,89.62,64.8,3.01,3.63,0
M010,240,693,96.25,83.05,60.8,2.78,5.87,0
M011,240,707,98.19,88.58,52.9,3.19,23.28,1
M012,240,515,71.53,77.5,60.0,2.13,4.83,0
M013,240,568,78.89,81.85,62.3,1.78,24.87,0
M014,240,676,93.89,88.71,69.2,1.67,4.86,1
M015,240,581,80.69,86.0,56.2,2.39,3.88,0
M016,240,646,89.72,83.48,65.0,1.99,24.9,0
M017,240,710,98.61,83.25,70.2,3.28,19.38,1
M018,240,717,99.58,80.76,58.6,1.99,5.31,0
M001,241,444,61.67,83.78,57.0,1.88,18.02,0
M002,241,523,72.64,78.05,65.5,2.18,20.37,0
M003,241,642,89.17,80.86,56.2,2.11,4.58,0
M004,241,452,62.78,85.33,73.0,2.43,15.59,0
M005,241,593,82.36,84.71,67.1,3.16,12.52,0
M006,241,663,92.08,81.85,53.2,1.99,4.06,0
M007,241,555,77.08,76.92,69.2,1.13,17.78,1
M008,241,629,87.36,84.14,55.4,1.78,8.32,0
M009,241,580,80.56,79.53,66.6,2.6,4.97,0
M010,241,586,81.39,79.87,59.6,1.57,7.33,1
M011,241,529,73.47,80.91,63.3,2.75,17.48,0
M012,241,688,95.56,76.27,64.5,1.05,4.74,0
M013,241,530,73.61,77.09,68.5,2.38,26.36,0
M014,241,567,78.75,75.65,57.3,3.01,6.38,0
M015,241,433,60.14,86.52,57.0,1.19,4.81,0
M016,241,612,85.0,86.64,61.0,2.6,23.67,0
M017,241,675,93.75,83.75,54.3,3.0,17.24,0
M018,241,642,89.17,81.28,63.5,2.18,5.61,0
M001,242,495,68.75,87.89,55.5,2.83,19.34,0
M002,242,612,85.0,88.01,55.2,2.2,18.04,0
M003,242,671,93.19,85.42,61.4,2.27,4.29,0
M004,242,698,96.94,78.8,59.0,2.91,13.72,1
M005,242,605,84.03,87.72,55.1,2.36,11.04,0
M006,242,429,59.58,76.45,60.2,3.49,4.46,0
M007,242,514,71.39,84.05,74.4,1.93,18.85,0
M008,242,620,86.11,78.83,76.3,2.29,9.97,1
M009,242,720,100.0,90.56,70.2,2.74,4.96,0
M010,242,494,68.61,88.46,69.8,2.66,7.46,0
M011,242,718,99.72,87.12,64.8,2.61,19.25,0
M012,242,551,76.53,88.34,73.7,2.7,4.61,0
M013,242,424,58.89,79.97,71.4,2.19,34.6,0
M014,242,644,89.44,85.29,69.1,2.44,4.94,0
M015,242,491,68.19,89.95,61.4,2.68,4.88,0
M016,242,512,71.11,92.63,66.9,2.56,21.6,0
M017,242,524,72.78,76.38,74.8,1.63,19.55,0
M018,242,422,58.61,75.75,59.9,3.16,5.38,0
M001,243,449,62.36,80.65,65.1,2.61,18.77,0
M002,243,578,80.28,79.24,66.9,2.89,14.99,0
M003,243,594,82.5,81.54,61.4,2.55,5.15,0
M004,243,593,82.36,83.95,69.7,2.51,13.19,0
M005,243,476,66.11,79.91,64.2,3.08,11.45,1
M006,243,616,85.56,79.92,52.1,2.31,5.19,0
M007,243,682,94.72,83.16,57.9,2.99,18.29,0
M008,243,592,82.22,80.32,60.1,2.28,8.74,0
M009,243,698,96.94,80.99,66.3,2.39,4.81,1
M010,243,575,79.86,80.03,62.7,2.01,5.89,0
M011,243,612,85.0,82.72,66.5,1.78,15.38,0
M012,243,607,84.31,86.43,71.5,2.3,4.32,0
M013,243,508,70.56,84.92,69.4,2.58,37.55,0
M014,243,626,86.94,91.09,61.2,3.35,7.48,0
M015,243,463,64.31,86.62,67.4,2.72,4.27,0
M016,243,502,69.72,80.79,73.5,3.6,25.62,0
M017,243,661,91.81,85.34,63.6,2.46,19.15,0
M018,243,545,75.69,82.88,76.1,2.03,4.42,1
M001,244,589,81.81,77.29,60.8,1.94,19.44,0
M002,244,465,64.58,78.48,64.1,2.15,16.74,0
M003,244,691,95.97,80.58,60.6,2.14,3.98,0
M004,244,698,96.94,81.19,68.6,3.16,13.54,0
M005,244,624,86.67,84.4,58.1,2.37,10.35,0
M006,244,457,63.47,79.22,56.5,2.42,5.08,0
M007,244,453,62.92,89.83,70.7,2.41,18.64,0
M008,244,494,68.61,79.29,63.1,1.77,9.11,0
M009,244,574,79.72,84.33,70.6,2.68,4.25,0
M010,244,461,64.03,88.93,67.4,2.56,5.52,0
M011,244,448,62.22,86.17,59.1,2.23,18.86,0
M012,244,623,86.53,77.77,59.0,2.18,5.54,0
M013,244,495,68.75,86.7,66.7,3.32,24.15,0
M014,244,659,91.53,80.6,72.8,2.69,4.87,0
M015,244,529,73.47,80.97,66.0,2.28,4.05,0
M016,244,464,64.44,84.74,72.9,2.1,25.18,0
M017,244,681,94.58,90.21,64.3,2.76,15.54,0
M018,244,584,81.11,83.48,51.2,1.72,4.47,0
M001,245,677,94.03,80.1,68.5,2.13,19.0,0
M002,245,656,91.11,90.83,61.1,2.07,15.27,0
M003,245,599,83.19,76.73,62.6,2.27,3.75,1
M004,245,528,73.33,83.21,49.8,1.95,11.7,0
M005,245,686,95.28,85.7,51.5,2.09,10.88,0
M006,245,448,62.22,84.53,61.4,2.03,5.54,0
M007,245,440,61.11,76.76,63.0,1.54,17.48,0
M008,245,626,86.94,90.59,60.6,2.58,8.42,0
M009,245,429,59.58,85.14,60.7,3.1,4.22,0
M010,245,514,71.39,79.97,51.7,1.52,5.82,0
M011,245,446,61.94,81.21,59.9,2.83,18.76,0
M012,245,451,62.64,82.21,56.0,2.72,4.16,0
M013,245,481,66.81,77.59,75.4,2.76,26.53,0
M014,245,597,82.92,78.86,76.1,1.81,6.62,0
M015,245,702,97.5,84.79,66.7,1.5,4.2,0
M016,245,600,83.33,86.69,62.8,2.1,23.28,0
M017,245,715,99.31,77.16,70.0,2.29,18.83,0
M018,245,618,85.83,83.93,72.7,1.73,5.47,0
M001,246,691,95.97,78.67,54.3,2.08,20.87,1
M002,246,550,76.39,85.97,75.2,2.77,13.34,0
M003,246,674,93.61,86.94,78.1,2.32,4.94,0
M004,246,513,71.25,87.38,64.3,3.42,12.23,0
M005,246,662,91.94,86.54,65.2,2.5,13.93,0
M006,246,432,60.0,83.77,64.6,2.46,4.19,0
M007,246,473,65.69,87.01,67.3,1.16,17.49,0
M008,246,715,99.31,84.11,63.1,2.15,7.87,0
M009,246,522,72.5,81.41,62.7,1.14,3.63,0
M010,246,626,86.94,88.34,70.5,3.12,6.97,0
M011,246,576,80.0,81.19,73.9,3.25,17.64,0
M012,246,614,85.28,81.19,58.3,2.03,5.53,0
M013,246,645,89.58,82.03,58.6,1.95,24.95,0
M014,246,478,66.39,80.37,65.9,2.6,5.67,0
M015,246,480,66.67,83.35,59.3,1.93,5.14,0
M016,246,586,81.39,82.58,77.6,1.36,23.5,0
M017,246,557,77.36,82.64,51.6,1.46,19.41,0
M018,246,576,80.0,82.09,62.9,1.6,5.69,0
M001,247,560,77.78,90.8,52.7,1.98,19.39,0
M002,247,554,76.94,88.12,63.9,2.46,14.59,0
M003,247,605,84.03,81.57,57.0,2.01,4.25,0
M004,247,508,70.56,79.7,66.2,3.11,13.55,0
M005,247,420,58.33,82.23,73.0,2.03,12.68,0
M006,247,687,95.42,81.79,64.6,2.33,5.65,0
M007,247,561,77.92,81.71,51.3,3.63,18.26,1
M008,247,522,72.5,87.24,60.8,2.5,7.78,0
M009,247,420,58.33,91.61,55.4,2.35,5.64,0
M010,247,561,77.92,86.98,65.5,2.97,6.48,0
M011,247,653,90.69,83.36,62.0,3.2,15.16,0
M012,247,430,59.72,86.19,58.9,2.58,5.03,0
M013,247,508,70.56,84.77,65.8,2.31,27.75,0
M014,247,580,80.56,79.86,56.7,2.63,5.09,0
M015,247,524,72.78,88.73,69.8,2.08,5.48,0
M016,247,673,93.47,81.69,68.3,1.3,18.61,0
M017,247,688,95.56,87.44,64.5,2.17,20.42,0
M018,247,504,70.0,77.19,67.8,1.93,5.4,0
M001,248,718,99.72,88.14,60.9,1.86,20.41,0
M002,248,542,75.28,86.0,77.2,2.53,13.82,0
M003,248,602,83.61,89.55,72.8,1.9,5.68,0
M004,248,672,93.33,85.09,63.1,1.5,13.65,1
M005,248,671,93.19,78.34,63.9,1.59,13.41,0
M006,248,494,68.61,84.51,56.5,3.73,4.96,0
M007,248,421,58.47,85.89,67.3,1.99,14.54,0
M008,248,717,99.58,80.89,70.3,3.43,10.73,1
M009,248,590,81.94,89.43,69.9,3.15,4.72,0
M010,248,569,79.03,90.7,67.3,2.71,6.93,0
M011,248,506,70.28,81.64,62.4,1.97,20.3,0
M012,248,563,78.19,81.35,59.2,2.65,5.18,0
M013,248,479,66.53,86.29,55.0,2.93,34.18,0
M014,248,431,59.86,79.63,61.5,2.39,5.62,1
M015,248,477,66.25,79.63,60.6,3.3,4.87,0
M016,248,441,61.25,87.2,67.0,1.77,26.86,0
M017,248,446,61.94,78.54,61.5,3.84,18.39,0
M018,248,424,58.89,86.9,65.9,1.97,4.27,0
M001,249,429,59.58,91.86,71.1,1.96,19.79,1
M002,249,609,84.58,84.64,54.6,2.96,18.68,0
M003,249,434,60.28,89.07,76.4,3.2,3.83,0
M004,249,675,93.75,85.64,53.2,3.08,14.47,0
M005,249,666,92.5,83.23,74.2,1.99,12.02,0
M006,249,527,73.19,91.39,58.9,1.33,4.57,0
M007,249,520,72.22,86.24,70.6,3.04,17.28,0
M008,249,665,92.36,77.66,73.2,3.41,10.64,1
M009,249,560,77.78,88.01,63.0,1.56,4.52,0
M010,249,585,81.25,82.46,59.0,1.18,6.18,0
M011,249,574,79.72,82.64,69.2,2.15,22.02,0
M012,249,610,84.72,78.66,72.4,2.44,5.56,0
M013,249,543,75.42,82.31,67.4,1.81,36.09,0
M014,249,633,87.92,81.43,63.1,2.78,6.63,0
M015,249,560,77.78,84.14,64.8,2.44,4.94,0
M016,249,451,62.64,82.81,64.2,2.37,24.57,0
M017,249,468,65.0,84.86,67.2,3.56,19.08,0
M018,249,518,71.94,86.67,59.1,2.58,4.74,0
M001,250,426,59.17,78.81,69.2,2.8,19.64,0
M002,250,500,69.44,88.91,67.1,2.01,13.57,0
M003,250,515,71.53,79.99,62.7,1.43,4.6,0
M004,250,569,79.03,89.95,57.4,3.07,13.84,1
M005,250,685,95.14,86.74,73.9,2.61,12.83,0
M006,250,458,63.61,87.34,66.4,3.14,5.17,1
M007,250,422,58.61,86.92,78.0,1.96,13.34,0
M008,250,707,98.19,75.93,78.1,3.21,9.49,1
M009,250,672,93.33,83.79,52.9,2.73,3.94,0
M010,250,581,80.69,83.38,58.0,2.28,5.28,0
M011,250,507,70.42,81.73,56.1,2.33,16.14,0
M012,250,679,94.31,89.65,69.5,1.96,4.65,1
M013,250,470,65.28,89.14,55.9,2.07,31.88,0
M014,250,500,69.44,82.68,68.4,1.95,6.01,0
M015,250,658,91.39,87.95,63.5,3.1,4.89,1
M016,250,663,92.08,84.62,68.5,2.93,23.57,1
M017,250,472,65.56,84.31,69.6,2.62,15.44,0
M018,250,498,69.17,76.62,59.9,2.32,4.68,1
M001,251,711,98.75,82.3,69.5,2.01,20.23,0
M002,251,549,76.25,75.84,72.1,1.77,18.65,0
M003,251,662,91.94,77.18,71.3,2.97,3.7,0
M004,251,592,82.22,81.9,68.3,3.14,13.79,0
M005,251,566,78.61,85.25,56.6,1.99,11.38,0
M006,251,487,67.64,79.68,57.6,2.33,5.0,0
M007,251,708,98.33,78.96,64.0,2.87,13.27,0
M008,251,573,79.58,76.91,63.1,3.63,7.77,0
M009,251,477,66.25,85.73,62.0,1.63,4.35,0
M010,251,513,71.25,81.51,58.5,2.44,6.89,0
M011,251,573,79.58,78.0,69.0,3.03,21.24,1
M012,251,488,67.78,79.09,55.8,3.74,4.23,0
M013,251,681,94.58,87.92,67.2,3.28,27.54,0
M014,251,662,91.94,74.76,63.1,2.54,5.85,1
M015,251,644,89.44,76.6,68.9,2.56,4.29,1
M016,251,459,63.75,88.74,52.6,3.43,21.53,0
M017,251,669,92.92,83.7,64.9,2.44,16.87,0
M018,251,681,94.58,88.21,64.8,2.55,3.82,0
M001,252,679,94.31,86.2,65.3,2.15,18.13,0
M002,252,585,81.25,81.88,62.4,3.66,17.21,0
M003,252,595,82.64,86.02,63.6,2.01,4.47,0
M004,252,538,74.72,85.62,68.8,2.46,15.99,0
M005,252,496,68.89,87.25,76.3,2.1,9.85,0
M006,252,709,98.47,83.92,75.1,2.35,3.66,0
M007,252,550,76.39,80.09,62.4,2.76,14.86,0
M008,252,625,86.81,84.78,62.0,1.53,10.65,0
M009,252,686,95.28,78.05,67.7,1.46,4.35,1
M010,252,586,81.39,87.04,69.8,3.13,7.43,0
M011,252,639,88.75,85.54,63.4,2.39,19.96,0
M012,252,694,96.39,92.74,68.1,2.4,5.38,0
M013,252,426,59.17,83.83,73.1,1.97,32.12,0
M014,252,493,68.47,87.21,60.0,2.62,6.94,0
M015,252,502,69.72,80.1,64.2,2.46,4.02,0
M016,252,587,81.53,85.21,73.1,1.96,22.15,0
M017,252,479,66.53,84.22,53.0,3.05,19.52,1
M018,252,662,91.94,91.82,70.2,2.77,3.64,0
M001,253,706,98.06,90.26,55.1,2.31,19.79,0
M002,253,487,67.64,91.17,60.0,3.51,16.11,1
M003,253,670,93.06,80.3,57.0,3.66,4.23,0
M004,253,707,98.19,87.12,70.5,2.59,11.99,0
M005,253,518,71.94,91.85,68.1,1.8,12.28,0
M006,253,631,87.64,81.83,68.9,3.3,3.74,0
M007,253,710,98.61,89.17,59.2,3.05,18.2,0
M008,253,607,84.31,84.99,62.5,2.68,7.44,0
M009,253,568,78.89,90.13,55.4,2.8,5.55,1
M010,253,439,60.97,87.79,62.0,2.5,7.14,0
M011,253,431,59.86,83.94,60.8,2.56,15.3,0
M012,253,668,92.78,86.21,65.5,2.49,4.26,0
M013,253,589,81.81,82.41,59.4,2.97,37.34,0
M014,253,556,77.22,84.78,71.6,1.66,6.48,0
M015,253,530,73.61,83.41,60.8,2.46,5.35,0
M016,253,684,95.0,88.38,79.4,2.5,25.96,1
M017,253,707,98.19,84.63,60.4,3.6,18.09,1
M018,253,657,91.25,87.44,67.5,2.8,3.87,0
M001,254,507,70.42,84.63,61.2,2.52,14.4,0
M002,254,502,69.72,89.14,57.1,2.81,15.01,0
M003,254,490,68.06,90.35,70.5,1.41,4.61,0
M004,254,435,60.42,84.7,65.0,2.35,14.21,0
M005,254,451,62.64,80.63,61.9,3.44,10.45,0
M006,254,531,73.75,76.45,70.7,1.91,4.11,1
M007,254,716,99.44,85.84,69.4,1.9,15.53,0
M008,254,620,86.11,82.19,57.7,1.68,8.84,0
M009,254,591,82.08,82.83,74.7,2.53,4.64,0
M010,254,464,64.44,87.84,68.7,2.6,5.58,0
M011,254,508,70.56,80.21,58.0,3.23,15.9,0
M012,254,700,97.22,81.63,69.4,1.3,4.27,0
M013,254,650,90.28,88.28,57.9,1.81,37.51,0
M014,254,537,74.58,85.69,58.4,2.02,6.57,0
M015,254,659,91.53,87.77,68.7,3.33,4.35,1
M016,254,640,88.89,90.83,76.4,3.36,24.16,1
M017,254,703,97.64,86.87,64.3,1.42,15.67,0
M018,254,472,65.56,86.96,64.9,3.3,5.58,0
M001,255,522,72.5,82.98,58.5,1.2,13.81,0
M002,255,597,82.92,89.88,76.7,2.2,18.02,1
M003,255,686,95.28,80.5,56.8,3.59,4.88,1
